id,filepath,tags
75,../data/test/test-jpg/test_75.jpg,agriculture partly_cloudy primary
76,../data/test/test-jpg/test_76.jpg,clear primary
77,../data/test/test-jpg/test_77.jpg,clear primary
78,../data/test/test-jpg/test_78.jpg,clear primary
79,../data/test/test-jpg/test_79.jpg,agriculture clear cultivation primary
80,../data/test/test-jpg/test_80.jpg,haze primary cloudy
81,../data/test/test-jpg/test_81.jpg,cloudy
82,../data/test/test-jpg/test_82.jpg,agriculture clear cultivation primary
83,../data/test/test-jpg/test_83.jpg,clear primary
84,../data/test/test-jpg/test_84.jpg,clear water
85,../data/test/test-jpg/test_85.jpg,agriculture clear primary road
86,../data/test/test-jpg/test_86.jpg,clear primary
87,../data/test/test-jpg/test_87.jpg,partly_cloudy primary
88,../data/test/test-jpg/test_88.jpg,agriculture clear cultivation primary
89,../data/test/test-jpg/test_89.jpg,cloudy
90,../data/test/test-jpg/test_90.jpg,cloudy
91,../data/test/test-jpg/test_91.jpg,agriculture clear cultivation primary
92,../data/test/test-jpg/test_92.jpg,cloudy
93,../data/test/test-jpg/test_93.jpg,clear primary
94,../data/test/test-jpg/test_94.jpg,clear primary
95,../data/test/test-jpg/test_95.jpg,agriculture partly_cloudy primary water
96,../data/test/test-jpg/test_96.jpg,partly_cloudy primary
97,../data/test/test-jpg/test_97.jpg,clear primary
98,../data/test/test-jpg/test_98.jpg,partly_cloudy primary
99,../data/test/test-jpg/test_99.jpg,cloudy
100,../data/test/test-jpg/test_100.jpg,clear primary road water
101,../data/test/test-jpg/test_101.jpg,agriculture clear habitation primary road
102,../data/test/test-jpg/test_102.jpg,clear primary
103,../data/test/test-jpg/test_103.jpg,clear primary
104,../data/test/test-jpg/test_104.jpg,partly_cloudy primary
105,../data/test/test-jpg/test_105.jpg,clear primary
106,../data/test/test-jpg/test_106.jpg,haze primary
107,../data/test/test-jpg/test_107.jpg,clear primary
108,../data/test/test-jpg/test_108.jpg,agriculture habitation partly_cloudy primary road
109,../data/test/test-jpg/test_109.jpg,agriculture partly_cloudy primary water
110,../data/test/test-jpg/test_110.jpg,partly_cloudy primary
111,../data/test/test-jpg/test_111.jpg,partly_cloudy primary
112,../data/test/test-jpg/test_112.jpg,partly_cloudy primary
113,../data/test/test-jpg/test_113.jpg,clear primary
114,../data/test/test-jpg/test_114.jpg,agriculture clear primary
115,../data/test/test-jpg/test_115.jpg,clear primary
116,../data/test/test-jpg/test_116.jpg,partly_cloudy primary
117,../data/test/test-jpg/test_117.jpg,primary water
118,../data/test/test-jpg/test_118.jpg,clear habitation road
119,../data/test/test-jpg/test_119.jpg,clear primary
120,../data/test/test-jpg/test_120.jpg,clear primary road water
121,../data/test/test-jpg/test_121.jpg,clear primary
122,../data/test/test-jpg/test_122.jpg,clear primary
123,../data/test/test-jpg/test_123.jpg,partly_cloudy primary
124,../data/test/test-jpg/test_124.jpg,clear primary
125,../data/test/test-jpg/test_125.jpg,partly_cloudy primary
126,../data/test/test-jpg/test_126.jpg,agriculture clear cultivation primary
127,../data/test/test-jpg/test_127.jpg,cloudy
128,../data/test/test-jpg/test_128.jpg,clear primary
129,../data/test/test-jpg/test_129.jpg,clear primary
130,../data/test/test-jpg/test_130.jpg,clear primary
131,../data/test/test-jpg/test_131.jpg,clear primary
132,../data/test/test-jpg/test_132.jpg,clear primary water
133,../data/test/test-jpg/test_133.jpg,agriculture clear primary
134,../data/test/test-jpg/test_134.jpg,agriculture clear primary road
135,../data/test/test-jpg/test_135.jpg,agriculture clear primary road
136,../data/test/test-jpg/test_136.jpg,clear primary
137,../data/test/test-jpg/test_137.jpg,agriculture clear cultivation primary
138,../data/test/test-jpg/test_138.jpg,agriculture partly_cloudy primary
139,../data/test/test-jpg/test_139.jpg,clear primary
140,../data/test/test-jpg/test_140.jpg,agriculture clear primary
141,../data/test/test-jpg/test_141.jpg,clear primary
142,../data/test/test-jpg/test_142.jpg,clear primary
143,../data/test/test-jpg/test_143.jpg,agriculture clear habitation primary road
144,../data/test/test-jpg/test_144.jpg,agriculture clear primary
145,../data/test/test-jpg/test_145.jpg,agriculture clear primary water
146,../data/test/test-jpg/test_146.jpg,agriculture primary
147,../data/test/test-jpg/test_147.jpg,agriculture clear cultivation primary
148,../data/test/test-jpg/test_148.jpg,partly_cloudy primary
149,../data/test/test-jpg/test_149.jpg,partly_cloudy primary
150,../data/test/test-jpg/test_150.jpg,agriculture clear primary road
151,../data/test/test-jpg/test_151.jpg,clear primary water
152,../data/test/test-jpg/test_152.jpg,agriculture clear primary road water
153,../data/test/test-jpg/test_153.jpg,clear primary
154,../data/test/test-jpg/test_154.jpg,clear primary
155,../data/test/test-jpg/test_155.jpg,agriculture clear primary road
156,../data/test/test-jpg/test_156.jpg,partly_cloudy primary
157,../data/test/test-jpg/test_157.jpg,primary water
158,../data/test/test-jpg/test_158.jpg,clear primary
159,../data/test/test-jpg/test_159.jpg,agriculture partly_cloudy primary
160,../data/test/test-jpg/test_160.jpg,haze primary
161,../data/test/test-jpg/test_161.jpg,clear primary
162,../data/test/test-jpg/test_162.jpg,clear water
163,../data/test/test-jpg/test_163.jpg,partly_cloudy primary
164,../data/test/test-jpg/test_164.jpg,primary
165,../data/test/test-jpg/test_165.jpg,haze partly_cloudy primary
166,../data/test/test-jpg/test_166.jpg,clear primary
167,../data/test/test-jpg/test_167.jpg,clear primary
168,../data/test/test-jpg/test_168.jpg,clear primary
169,../data/test/test-jpg/test_169.jpg,partly_cloudy primary
170,../data/test/test-jpg/test_170.jpg,agriculture partly_cloudy primary
171,../data/test/test-jpg/test_171.jpg,clear water cloudy
172,../data/test/test-jpg/test_172.jpg,cloudy
173,../data/test/test-jpg/test_173.jpg,clear primary
174,../data/test/test-jpg/test_174.jpg,clear primary road water
175,../data/test/test-jpg/test_175.jpg,clear primary
176,../data/test/test-jpg/test_176.jpg,partly_cloudy primary
177,../data/test/test-jpg/test_177.jpg,partly_cloudy primary
178,../data/test/test-jpg/test_178.jpg,
179,../data/test/test-jpg/test_179.jpg,agriculture clear partly_cloudy primary water
180,../data/test/test-jpg/test_180.jpg,clear primary
181,../data/test/test-jpg/test_181.jpg,agriculture clear primary
182,../data/test/test-jpg/test_182.jpg,partly_cloudy primary
183,../data/test/test-jpg/test_183.jpg,haze primary
184,../data/test/test-jpg/test_184.jpg,clear primary
185,../data/test/test-jpg/test_185.jpg,agriculture primary
186,../data/test/test-jpg/test_186.jpg,agriculture clear primary road
187,../data/test/test-jpg/test_187.jpg,partly_cloudy primary
188,../data/test/test-jpg/test_188.jpg,clear primary
189,../data/test/test-jpg/test_189.jpg,agriculture clear primary road
190,../data/test/test-jpg/test_190.jpg,agriculture partly_cloudy primary
191,../data/test/test-jpg/test_191.jpg,clear primary
192,../data/test/test-jpg/test_192.jpg,clear primary
193,../data/test/test-jpg/test_193.jpg,clear primary
194,../data/test/test-jpg/test_194.jpg,agriculture clear habitation primary road
195,../data/test/test-jpg/test_195.jpg,clear primary water
196,../data/test/test-jpg/test_196.jpg,clear primary
197,../data/test/test-jpg/test_197.jpg,clear primary
198,../data/test/test-jpg/test_198.jpg,agriculture primary road
199,../data/test/test-jpg/test_199.jpg,agriculture clear cultivation primary
200,../data/test/test-jpg/test_200.jpg,clear primary
201,../data/test/test-jpg/test_201.jpg,haze primary cloudy
202,../data/test/test-jpg/test_202.jpg,clear primary
203,../data/test/test-jpg/test_203.jpg,primary water
204,../data/test/test-jpg/test_204.jpg,agriculture clear cultivation primary
205,../data/test/test-jpg/test_205.jpg,clear primary
206,../data/test/test-jpg/test_206.jpg,clear primary
207,../data/test/test-jpg/test_207.jpg,clear primary
208,../data/test/test-jpg/test_208.jpg,
209,../data/test/test-jpg/test_209.jpg,clear primary
210,../data/test/test-jpg/test_210.jpg,clear primary
211,../data/test/test-jpg/test_211.jpg,agriculture clear primary road
212,../data/test/test-jpg/test_212.jpg,agriculture partly_cloudy primary
213,../data/test/test-jpg/test_213.jpg,agriculture clear primary
214,../data/test/test-jpg/test_214.jpg,partly_cloudy primary
215,../data/test/test-jpg/test_215.jpg,clear primary road
216,../data/test/test-jpg/test_216.jpg,clear primary
217,../data/test/test-jpg/test_217.jpg,clear primary
218,../data/test/test-jpg/test_218.jpg,agriculture clear primary road
219,../data/test/test-jpg/test_219.jpg,clear primary
220,../data/test/test-jpg/test_220.jpg,cloudy
221,../data/test/test-jpg/test_221.jpg,agriculture clear primary road water
222,../data/test/test-jpg/test_222.jpg,cloudy
223,../data/test/test-jpg/test_223.jpg,clear primary
224,../data/test/test-jpg/test_224.jpg,agriculture clear cultivation habitation primary
225,../data/test/test-jpg/test_225.jpg,clear primary
226,../data/test/test-jpg/test_226.jpg,clear primary
227,../data/test/test-jpg/test_227.jpg,clear primary water
228,../data/test/test-jpg/test_228.jpg,agriculture clear primary water
229,../data/test/test-jpg/test_229.jpg,agriculture clear primary road
230,../data/test/test-jpg/test_230.jpg,agriculture partly_cloudy primary
231,../data/test/test-jpg/test_231.jpg,partly_cloudy primary
232,../data/test/test-jpg/test_232.jpg,haze primary
233,../data/test/test-jpg/test_233.jpg,clear primary
234,../data/test/test-jpg/test_234.jpg,clear primary
235,../data/test/test-jpg/test_235.jpg,clear primary
236,../data/test/test-jpg/test_236.jpg,clear primary
237,../data/test/test-jpg/test_237.jpg,partly_cloudy primary
238,../data/test/test-jpg/test_238.jpg,agriculture clear partly_cloudy primary road water
239,../data/test/test-jpg/test_239.jpg,agriculture clear cultivation primary
240,../data/test/test-jpg/test_240.jpg,agriculture clear habitation primary road
241,../data/test/test-jpg/test_241.jpg,agriculture partly_cloudy primary road
242,../data/test/test-jpg/test_242.jpg,clear primary water
243,../data/test/test-jpg/test_243.jpg,clear primary road water
244,../data/test/test-jpg/test_244.jpg,clear primary
245,../data/test/test-jpg/test_245.jpg,clear primary
246,../data/test/test-jpg/test_246.jpg,clear primary
247,../data/test/test-jpg/test_247.jpg,clear primary
248,../data/test/test-jpg/test_248.jpg,agriculture clear habitation primary road
249,../data/test/test-jpg/test_249.jpg,clear primary road water
250,../data/test/test-jpg/test_250.jpg,clear habitation primary road
251,../data/test/test-jpg/test_251.jpg,clear habitation road
252,../data/test/test-jpg/test_252.jpg,clear primary water
253,../data/test/test-jpg/test_253.jpg,partly_cloudy primary
254,../data/test/test-jpg/test_254.jpg,clear primary
255,../data/test/test-jpg/test_255.jpg,clear primary
256,../data/test/test-jpg/test_256.jpg,clear primary
257,../data/test/test-jpg/test_257.jpg,agriculture clear primary road
258,../data/test/test-jpg/test_258.jpg,clear primary
259,../data/test/test-jpg/test_259.jpg,clear primary water
260,../data/test/test-jpg/test_260.jpg,haze primary
261,../data/test/test-jpg/test_261.jpg,clear primary
262,../data/test/test-jpg/test_262.jpg,agriculture clear cultivation primary road
263,../data/test/test-jpg/test_263.jpg,agriculture clear primary road water
264,../data/test/test-jpg/test_264.jpg,haze primary
265,../data/test/test-jpg/test_265.jpg,partly_cloudy primary
266,../data/test/test-jpg/test_266.jpg,agriculture partly_cloudy primary
267,../data/test/test-jpg/test_267.jpg,clear primary
268,../data/test/test-jpg/test_268.jpg,agriculture clear primary
269,../data/test/test-jpg/test_269.jpg,agriculture clear primary road
270,../data/test/test-jpg/test_270.jpg,agriculture clear primary water
271,../data/test/test-jpg/test_271.jpg,clear primary
272,../data/test/test-jpg/test_272.jpg,agriculture clear primary road
273,../data/test/test-jpg/test_273.jpg,clear water
274,../data/test/test-jpg/test_274.jpg,agriculture clear primary water
275,../data/test/test-jpg/test_275.jpg,haze primary
276,../data/test/test-jpg/test_276.jpg,agriculture clear primary
277,../data/test/test-jpg/test_277.jpg,agriculture haze primary
278,../data/test/test-jpg/test_278.jpg,clear primary
279,../data/test/test-jpg/test_279.jpg,partly_cloudy primary
280,../data/test/test-jpg/test_280.jpg,clear partly_cloudy primary
281,../data/test/test-jpg/test_281.jpg,agriculture clear primary
282,../data/test/test-jpg/test_282.jpg,agriculture clear primary road
283,../data/test/test-jpg/test_283.jpg,clear primary
284,../data/test/test-jpg/test_284.jpg,clear primary
285,../data/test/test-jpg/test_285.jpg,agriculture clear primary
286,../data/test/test-jpg/test_286.jpg,primary road
287,../data/test/test-jpg/test_287.jpg,clear primary
288,../data/test/test-jpg/test_288.jpg,agriculture clear habitation primary road
289,../data/test/test-jpg/test_289.jpg,clear primary water
290,../data/test/test-jpg/test_290.jpg,clear primary
291,../data/test/test-jpg/test_291.jpg,agriculture clear primary
292,../data/test/test-jpg/test_292.jpg,clear primary
293,../data/test/test-jpg/test_293.jpg,agriculture clear habitation primary road
294,../data/test/test-jpg/test_294.jpg,clear primary
295,../data/test/test-jpg/test_295.jpg,agriculture clear primary road
296,../data/test/test-jpg/test_296.jpg,partly_cloudy primary
297,../data/test/test-jpg/test_297.jpg,agriculture clear primary
298,../data/test/test-jpg/test_298.jpg,agriculture partly_cloudy primary
299,../data/test/test-jpg/test_299.jpg,clear primary
300,../data/test/test-jpg/test_300.jpg,cloudy
301,../data/test/test-jpg/test_301.jpg,agriculture clear cultivation primary
302,../data/test/test-jpg/test_302.jpg,clear primary
303,../data/test/test-jpg/test_303.jpg,partly_cloudy primary
304,../data/test/test-jpg/test_304.jpg,agriculture clear cultivation primary
305,../data/test/test-jpg/test_305.jpg,agriculture clear primary road
306,../data/test/test-jpg/test_306.jpg,clear primary
307,../data/test/test-jpg/test_307.jpg,clear primary
308,../data/test/test-jpg/test_308.jpg,partly_cloudy primary
309,../data/test/test-jpg/test_309.jpg,clear primary
310,../data/test/test-jpg/test_310.jpg,haze primary
311,../data/test/test-jpg/test_311.jpg,clear primary
312,../data/test/test-jpg/test_312.jpg,clear primary
313,../data/test/test-jpg/test_313.jpg,agriculture clear habitation primary road
314,../data/test/test-jpg/test_314.jpg,cloudy
315,../data/test/test-jpg/test_315.jpg,clear primary
316,../data/test/test-jpg/test_316.jpg,cloudy
317,../data/test/test-jpg/test_317.jpg,clear primary
318,../data/test/test-jpg/test_318.jpg,partly_cloudy primary
319,../data/test/test-jpg/test_319.jpg,partly_cloudy primary
320,../data/test/test-jpg/test_320.jpg,clear primary
321,../data/test/test-jpg/test_321.jpg,clear primary
322,../data/test/test-jpg/test_322.jpg,agriculture clear primary
323,../data/test/test-jpg/test_323.jpg,clear primary
324,../data/test/test-jpg/test_324.jpg,clear primary
325,../data/test/test-jpg/test_325.jpg,agriculture primary
326,../data/test/test-jpg/test_326.jpg,clear primary
327,../data/test/test-jpg/test_327.jpg,clear primary
328,../data/test/test-jpg/test_328.jpg,clear primary
329,../data/test/test-jpg/test_329.jpg,agriculture clear primary road
330,../data/test/test-jpg/test_330.jpg,clear primary
331,../data/test/test-jpg/test_331.jpg,haze primary
332,../data/test/test-jpg/test_332.jpg,clear primary
333,../data/test/test-jpg/test_333.jpg,agriculture partly_cloudy primary road
334,../data/test/test-jpg/test_334.jpg,cloudy
335,../data/test/test-jpg/test_335.jpg,partly_cloudy primary
336,../data/test/test-jpg/test_336.jpg,partly_cloudy primary
337,../data/test/test-jpg/test_337.jpg,agriculture clear primary road
338,../data/test/test-jpg/test_338.jpg,clear primary road water
339,../data/test/test-jpg/test_339.jpg,partly_cloudy primary
340,../data/test/test-jpg/test_340.jpg,clear primary
341,../data/test/test-jpg/test_341.jpg,agriculture clear primary water
342,../data/test/test-jpg/test_342.jpg,cloudy
343,../data/test/test-jpg/test_343.jpg,agriculture clear primary road
344,../data/test/test-jpg/test_344.jpg,clear primary road water
345,../data/test/test-jpg/test_345.jpg,partly_cloudy primary
346,../data/test/test-jpg/test_346.jpg,clear primary
347,../data/test/test-jpg/test_347.jpg,clear primary water
348,../data/test/test-jpg/test_348.jpg,agriculture clear primary water
349,../data/test/test-jpg/test_349.jpg,agriculture clear primary road
350,../data/test/test-jpg/test_350.jpg,clear primary road water
351,../data/test/test-jpg/test_351.jpg,clear primary
352,../data/test/test-jpg/test_352.jpg,clear primary
353,../data/test/test-jpg/test_353.jpg,cloudy
354,../data/test/test-jpg/test_354.jpg,clear primary
355,../data/test/test-jpg/test_355.jpg,clear primary
356,../data/test/test-jpg/test_356.jpg,agriculture clear primary
357,../data/test/test-jpg/test_357.jpg,clear primary
358,../data/test/test-jpg/test_358.jpg,haze primary
359,../data/test/test-jpg/test_359.jpg,clear primary water
360,../data/test/test-jpg/test_360.jpg,agriculture clear cultivation primary
361,../data/test/test-jpg/test_361.jpg,cloudy
362,../data/test/test-jpg/test_362.jpg,agriculture clear primary road
363,../data/test/test-jpg/test_363.jpg,agriculture partly_cloudy primary road
364,../data/test/test-jpg/test_364.jpg,agriculture clear primary
365,../data/test/test-jpg/test_365.jpg,clear primary
366,../data/test/test-jpg/test_366.jpg,agriculture clear habitation primary road
367,../data/test/test-jpg/test_367.jpg,primary road
368,../data/test/test-jpg/test_368.jpg,clear primary
369,../data/test/test-jpg/test_369.jpg,agriculture clear primary road
370,../data/test/test-jpg/test_370.jpg,clear primary
371,../data/test/test-jpg/test_371.jpg,clear primary
372,../data/test/test-jpg/test_372.jpg,agriculture clear primary road
373,../data/test/test-jpg/test_373.jpg,cloudy
374,../data/test/test-jpg/test_374.jpg,primary road water
375,../data/test/test-jpg/test_375.jpg,partly_cloudy primary
376,../data/test/test-jpg/test_376.jpg,clear primary
377,../data/test/test-jpg/test_377.jpg,partly_cloudy primary
378,../data/test/test-jpg/test_378.jpg,partly_cloudy primary
379,../data/test/test-jpg/test_379.jpg,haze primary
380,../data/test/test-jpg/test_380.jpg,agriculture clear primary road
381,../data/test/test-jpg/test_381.jpg,clear primary
382,../data/test/test-jpg/test_382.jpg,partly_cloudy primary road water
383,../data/test/test-jpg/test_383.jpg,clear primary road
384,../data/test/test-jpg/test_384.jpg,clear primary
385,../data/test/test-jpg/test_385.jpg,agriculture partly_cloudy primary
386,../data/test/test-jpg/test_386.jpg,clear primary
387,../data/test/test-jpg/test_387.jpg,clear primary
388,../data/test/test-jpg/test_388.jpg,agriculture clear primary road
389,../data/test/test-jpg/test_389.jpg,agriculture clear primary road
390,../data/test/test-jpg/test_390.jpg,agriculture clear habitation primary road
391,../data/test/test-jpg/test_391.jpg,clear primary
392,../data/test/test-jpg/test_392.jpg,partly_cloudy primary
393,../data/test/test-jpg/test_393.jpg,agriculture clear primary
394,../data/test/test-jpg/test_394.jpg,clear primary
395,../data/test/test-jpg/test_395.jpg,agriculture clear cultivation habitation primary road
396,../data/test/test-jpg/test_396.jpg,clear primary
397,../data/test/test-jpg/test_397.jpg,clear primary
398,../data/test/test-jpg/test_398.jpg,agriculture clear primary water
399,../data/test/test-jpg/test_399.jpg,agriculture clear primary road
400,../data/test/test-jpg/test_400.jpg,clear primary
401,../data/test/test-jpg/test_401.jpg,agriculture clear cultivation primary
402,../data/test/test-jpg/test_402.jpg,cloudy
403,../data/test/test-jpg/test_403.jpg,clear primary
404,../data/test/test-jpg/test_404.jpg,clear primary
405,../data/test/test-jpg/test_405.jpg,clear primary water
406,../data/test/test-jpg/test_406.jpg,haze primary
407,../data/test/test-jpg/test_407.jpg,clear primary
408,../data/test/test-jpg/test_408.jpg,clear primary water
409,../data/test/test-jpg/test_409.jpg,clear primary
410,../data/test/test-jpg/test_410.jpg,cloudy
411,../data/test/test-jpg/test_411.jpg,agriculture clear primary road
412,../data/test/test-jpg/test_412.jpg,clear primary
413,../data/test/test-jpg/test_413.jpg,clear primary
414,../data/test/test-jpg/test_414.jpg,cloudy
415,../data/test/test-jpg/test_415.jpg,clear primary
416,../data/test/test-jpg/test_416.jpg,agriculture clear cultivation primary road
417,../data/test/test-jpg/test_417.jpg,agriculture clear primary road
418,../data/test/test-jpg/test_418.jpg,clear primary
419,../data/test/test-jpg/test_419.jpg,partly_cloudy
420,../data/test/test-jpg/test_420.jpg,agriculture clear primary
421,../data/test/test-jpg/test_421.jpg,primary
422,../data/test/test-jpg/test_422.jpg,clear primary
423,../data/test/test-jpg/test_423.jpg,clear primary
424,../data/test/test-jpg/test_424.jpg,clear primary water
425,../data/test/test-jpg/test_425.jpg,clear primary
426,../data/test/test-jpg/test_426.jpg,agriculture clear cultivation primary
427,../data/test/test-jpg/test_427.jpg,clear primary road
428,../data/test/test-jpg/test_428.jpg,agriculture clear primary
429,../data/test/test-jpg/test_429.jpg,partly_cloudy primary
430,../data/test/test-jpg/test_430.jpg,agriculture clear cultivation primary
431,../data/test/test-jpg/test_431.jpg,clear primary
432,../data/test/test-jpg/test_432.jpg,clear primary
433,../data/test/test-jpg/test_433.jpg,clear primary
434,../data/test/test-jpg/test_434.jpg,agriculture clear primary
435,../data/test/test-jpg/test_435.jpg,agriculture clear primary water
436,../data/test/test-jpg/test_436.jpg,cloudy
437,../data/test/test-jpg/test_437.jpg,clear primary
438,../data/test/test-jpg/test_438.jpg,clear primary water
439,../data/test/test-jpg/test_439.jpg,agriculture clear primary road
440,../data/test/test-jpg/test_440.jpg,partly_cloudy primary
441,../data/test/test-jpg/test_441.jpg,clear primary
442,../data/test/test-jpg/test_442.jpg,agriculture clear primary
443,../data/test/test-jpg/test_443.jpg,agriculture partly_cloudy primary
444,../data/test/test-jpg/test_444.jpg,agriculture partly_cloudy primary
445,../data/test/test-jpg/test_445.jpg,clear primary
446,../data/test/test-jpg/test_446.jpg,primary
447,../data/test/test-jpg/test_447.jpg,clear primary water
448,../data/test/test-jpg/test_448.jpg,agriculture clear primary road
449,../data/test/test-jpg/test_449.jpg,haze primary
450,../data/test/test-jpg/test_450.jpg,primary
451,../data/test/test-jpg/test_451.jpg,primary
452,../data/test/test-jpg/test_452.jpg,haze primary
453,../data/test/test-jpg/test_453.jpg,clear primary
454,../data/test/test-jpg/test_454.jpg,clear primary
455,../data/test/test-jpg/test_455.jpg,clear primary
456,../data/test/test-jpg/test_456.jpg,cloudy
457,../data/test/test-jpg/test_457.jpg,agriculture partly_cloudy primary
458,../data/test/test-jpg/test_458.jpg,agriculture clear habitation primary road
459,../data/test/test-jpg/test_459.jpg,clear primary
460,../data/test/test-jpg/test_460.jpg,clear primary
461,../data/test/test-jpg/test_461.jpg,agriculture clear primary road
462,../data/test/test-jpg/test_462.jpg,clear primary
463,../data/test/test-jpg/test_463.jpg,clear primary
464,../data/test/test-jpg/test_464.jpg,primary
465,../data/test/test-jpg/test_465.jpg,agriculture clear primary
466,../data/test/test-jpg/test_466.jpg,clear primary
467,../data/test/test-jpg/test_467.jpg,clear primary
468,../data/test/test-jpg/test_468.jpg,clear primary
469,../data/test/test-jpg/test_469.jpg,clear primary
470,../data/test/test-jpg/test_470.jpg,clear primary
471,../data/test/test-jpg/test_471.jpg,clear primary
472,../data/test/test-jpg/test_472.jpg,partly_cloudy primary
473,../data/test/test-jpg/test_473.jpg,clear habitation primary road water
474,../data/test/test-jpg/test_474.jpg,clear primary
475,../data/test/test-jpg/test_475.jpg,clear primary
476,../data/test/test-jpg/test_476.jpg,cloudy
477,../data/test/test-jpg/test_477.jpg,agriculture clear habitation primary road
478,../data/test/test-jpg/test_478.jpg,agriculture clear primary road
479,../data/test/test-jpg/test_479.jpg,cloudy
480,../data/test/test-jpg/test_480.jpg,agriculture clear cultivation primary
481,../data/test/test-jpg/test_481.jpg,clear primary
482,../data/test/test-jpg/test_482.jpg,clear primary
483,../data/test/test-jpg/test_483.jpg,partly_cloudy primary
484,../data/test/test-jpg/test_484.jpg,partly_cloudy primary water
485,../data/test/test-jpg/test_485.jpg,clear primary
486,../data/test/test-jpg/test_486.jpg,clear primary
487,../data/test/test-jpg/test_487.jpg,agriculture partly_cloudy primary
